Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image
"Vase decorated with peonies and chrysanthemums

",Unidentified Artist,mid-17th century,19.28.1,"Porcelain painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP342621.jpg
Covered Wine Pot,Unidentified Artist,Unknown Date,"24.80.480a, b",Painted enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_480ab.JPG
Sutra Cover,Unidentified Artist,16th century,46.186.29,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176116.jpg
Mirror with deities and mythical creatures,Unidentified Artist,1st–2nd century,17.118.97,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-17_118_97_001.jpg
"Bowl with Peonies, Narcissus, and Pomegranates

",Unidentified Artist,early 15th century,1982.294,"Porcelain painted in cobalt blue under transparent glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14609-037.jpg
Bulb Bowl,Unidentified Artist,Unknown Date,26.292.3,"Stoneware with variegated blue glaze (""numbered Jun"" ware)",China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_292_3_S1_sf.jpg
Ornament with mask motif,Unidentified Artist,8th century,30.76.57,Earthenware with three-color (sancai) glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/78933.jpg
Arhat (Luohan),Unidentified Artist,late 19th century,2008.67,"Wood (foxglove) with pigment, multiple-woodblock construction",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP170261.jpg
"Tile with Vajra, originally from the ""Porcelain Pagoda""",Unidentified Artist,Unknown Date,89.7a,Glazed stoneware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/28598.jpg
Tube,Unidentified Artist,Unknown Date,16.144.102,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/34744.jpg
Camel,Unidentified Artist,8th century,67.43.1,Earthenware with three-color (sancai) glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/67_43_1.JPG
"Buddha with Bodhisattvas Padmapani and Vajrapani 

",Unidentified Artist,ca. 10th century,2008.504,"Fired clay, molded and polychromed 
",Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/DP206697.jpg
Lobed dish (one of a pair),Unidentified Artist,12th–13th century,16.76.1,Porcelain with white glaze (Ding ware type),China,https://images.metmuseum.org/CRDImages/as/mobile-large/34117.jpg
Knife with a Standing Tiger on the Handle,Unidentified Artist,7th–6th century BCE,2002.201.7,Bronze,Northeast China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_7_O1.jpg
Incense burner,Unidentified Artist,Unknown Date,"65.74.2a, b",Earthenware with relief decoration and remnants of pigments,China,https://images.metmuseum.org/CRDImages/as/mobile-large/65_74_2.jpg
Poem of Farewell to Liu Man,Yelü Chucai,dated 1240,1989.363.17,Handscroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT6277_CRD.jpg
Miniature Vase,Unidentified Artist,18th century,14.40.65,Porcelain with copper red glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_65_whs-002.jpg
Short Informal Jacket,Unidentified Artist,late 19th century,46.133.7,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/144221.jpg
Sutra Cover,Unidentified Artist,16th century,46.186.19,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/176059.jpg
Poem in Seven-Syllable Meter,Ni Yuanlu,Unknown Date,1989.363.121,Folding fan mounted as an album leaf; ink on gold paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153861.jpg
Damask with Cloud Palmettes and Chinese Characters,Unidentified Artist,14th century,46.156.20,Silk satin damask,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP222033.jpg
Section of Nephrite Mounted in a Microscope Slide,Unidentified Artist,20th century,1981.296.78,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_77-79_O1.jpg
Books and Histories that Delight One&#39;s Mind,Jian Guzhai,late 19th–early 20th century,30.76.238,Ink,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_238_F.JPG
Adornment with Lion Heads,Unidentified Artist,mid-7th–9th century,2002.556.13,Gold,Northwest China/Eastern Central Asia,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_556_13.JPG
Stem cup with cover,Unidentified Artist,Unknown Date,"24.223a, b",Earthenware with olive glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_223ab_O2_sf.jpg
Jar,Unidentified Artist,Unknown Date,26.292.14,Stoneware with glue glaze and purple splash,China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_292_14_O1_sf.jpg
Inkstone in the form of a qin (zither),Unidentified Artist,Unknown Date,1998.85,Stone (slaty shale),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-13045-001.jpg
Piece,Unidentified Artist,17th century,20.148.334,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-20_148_334-001.jpg
Saucer with four ladies,Unidentified Artist,late 17th–early 18th century,79.2.232,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/28022.jpg
Dish,Unidentified Artist,late 18th–19th century,01.12.7,Porcelain painted in overglaze famille rose enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/01_12_7_O1_sf.jpg
Vase,Unidentified Artist,Unknown Date,14.40.121,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/20874.jpg
Horse and monkey,Unidentified Artist,17th century,50.145.123,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-20765-001.jpg
Fan Holder,Unidentified Artist,18th–19th century,30.75.834,"Silk, rose quartz",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79995.jpg
Vase,Unidentified Artist,late 17th–early 18th century,61.200.33,Porcelain painted in overglaze famille verte enamels and gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/61_200_33_O1.jpg
Clearing after Rain over Streams and Mountains,Wang Hui,dated 1662,1989.363.141,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP154167.jpg
Covered Box,Unidentified Artist,late 17th–early 18th century,"29.110.84a, b",Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_84_74130.jpg
Dish with flowers,Unidentified Artist,late 18th century,79.2.1262,"Porcelain painted with overglaze polychrome enamels (Jingdezhen ware)
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1262_O1_sf.jpg
Bottle vase with floral scrolls,Unidentified Artist,late 17th–early 18th century,14.40.264,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_264_S1_sf.jpg
Vase,Unidentified Artist,18th century,02.18.829,Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/17146.jpg
Buckle,Unidentified Artist,Unknown Date,30.37.1,"Bronze, lacquer",China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_37_1_77241.jpg
Vase,Unidentified Artist,1678–88,50.145.294,"Porcelain with moonlight glaze (Jingdezhen ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14607-061.jpg
Robe for Lay Aristocrat,Unidentified Artist,early 20th century,1971.61.2,"Silk, metallic thread",Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/195778.jpg
Poem,Chen Yuansu,Unknown Date,1989.363.77,Folding fan mounted as an album leaf; ink on gold paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153838.jpg
Dish with a scholar writing on a snowy night,Unidentified Artist,mid-17th century,17.118.1,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15944-019.jpg
Medallion,Unidentified Artist,17th century,42.74.6,Gold-wrapped silk (kesi),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT4776.jpg
Vase,Unidentified Artist,Unknown Date,31.67.1,Porcelain with white glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/31_67_1_83375.jpg
Water Coupe,Unidentified Artist,Unknown Date,29.100.336,Porcelain with incised decoration under peachbloom glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/76118.jpg
Snuff Bottle,Unidentified Artist,Unknown Date,"14.40.449a, b",Sardonyx,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_449.jpg
Engraving wheel,Unidentified Artist,20th century,1981.296.6,Steel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_6_O1.jpg
Reliquary in the shape of a coffin,Unidentified Artist,8th century,"22.12a, b",Gilt bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15581-014.jpg
Landscape with Rapids,Unidentified artist,Unknown Date,47.18.68,Album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153543.jpg
Brocade,Unidentified Artist,17th century,20.148.76,Textiles-Woven,China or Japan,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15579.jpg
Bottle,Unidentified Artist,Unknown Date,32.100.414,Porcelain with black glaze painted with gold,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32_100_414_88163.jpg
Landscape with hermits and a crane,Unidentified Artist,late 18th–early 19th century,"39.65.22a, b",Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP350728.jpg
Piece,Unidentified Artist,18th century,20.148.440,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15925.jpg
Swan,Unidentified Artist,12th–14th century,2015.500.5.4,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP318931.jpg
Medallion,Unidentified Artist,18th century,30.75.868,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79922.jpg
Cup,Unidentified Artist,late 16th or 17th century,79.2.494,"Porcelain with low- and high-relief and pierced decoration, in the biscuit and under a clear glaze",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_494_O1_sf.jpg
Dish,Unidentified Artist,19th century,93.3.510,Porcelain painted in overglaze polychrome enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/93_3_510_F_sf.jpg
Incense burner,Unidentified Artist,18th century,91.1.471,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP203263.jpg
Food serving vessel (Yu),Unidentified Artist,5th century BCE,"49.136.4a, b",Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP140823.jpg
Ritual Disk (Bi),Unidentified Artist,Unknown Date,50.145.141,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/50_145_141_O1.JPG
Piece,Unidentified Artist,Unknown Date,20.148.134,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15607.jpg
Urn with cover,Unidentified Artist,Unknown Date,"02.18.671a, b","Nephrite, dark olive-green, translucent, and mottled by lighter shades",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_671_O2.jpg
Fragment,Unidentified Artist,Unknown Date,"02.18.92a, b","Nephrite, yellow and greenish yellow",China (possibly Turkestan),https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_92ab Fragment.JPG
Amulet (Tongue?),Unidentified Artist,Unknown Date,11.190.152,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_152_11807.jpg
Minature jar with flowers,Unidentified Artist,18th century,55.111.79,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/55_111_79_159381.jpg
Hair Ornament,Unidentified Artist,Unknown Date,24.171.3,Silver,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_171_3_d1.JPG
Figure of a Seated Man,Unidentified Artist,Unknown Date,30.76.59,White glazed porcelaneous ware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_59_O1.jpg
Covered box with figures in garden,Unidentified Artist,late 16th century,"79.2.162a, b",Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_162ab_O2.jpg
Figure of a Seated Musician,Unidentified Artist,Unknown Date,36.12.5,Brownish pottery with traces of color,China,https://images.metmuseum.org/CRDImages/as/mobile-large/102721.jpg
Head of Buddha,Unidentified Artist,6th–7th century,30.32.3,Red clay with traces of color,China (Xinjiang Autonomous Region),https://images.metmuseum.org/CRDImages/as/mobile-large/DP272010.jpg
Meiping vase,Unidentified Artist,19th century,91.1.398,Stoneware with Jun-type glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-91_1_398_whs-001.jpg
Roundel with Karma Lineage,Unidentified Artist,16th century,2003.495,Ivory,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/DP157239.jpg
Cup with landscape,Unidentified Artist,late 17th–early 18th century,79.2.382,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_382_O1_sf.jpg
Wine container (hu) with mythical creatures,Unidentified Artist,1st–2nd century,29.100.161,Earthenware with lead green glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_161_whs-001.jpg
Squared Jar with Cover (Fanghu),Unidentified Artist,Unknown Date,"2000.662.6a, b",Earthenware with pigments,China,https://images.metmuseum.org/CRDImages/as/mobile-large/267833.jpg
Rank Badge with Lions,Unidentified Artist,18th century,1981.369.2a,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14472.jpg
Wine cup in the shape of addorsed owls (Zhi),Unidentified Artist,12th century BC,43.28a–c,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP164949.jpg
"Autumn Landscape, leaf from Album for Zhou Lianggong",Xiang Shengmo,ｄａｔｅｄ 1654,64.268.1,Leaf from a collective album of many leaves; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153913.jpg
"Bowl with bamboo, pine tree, and blossoming plums",Unidentified Artist,late 18th century,79.2.1160,Porcelain painted in underglaze cobalt blue and overglazed polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/29751.jpg
Jar (Guan),Unidentified Artist,Banshan phase (ca. 2650–2350 BCE),1992.165.13,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP341142.jpg
Cricket cage,Unidentified Artist,18th–19th century,28.186.49,"Gourd, wood",China,https://images.metmuseum.org/CRDImages/as/mobile-large/28_186_49.jpg
Carving with mythical beast,Unidentified Artist,16th–17th century,2015.500.5.42,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-22723-001.jpg
Water pot with dragon,Unidentified Artist,early 18th century,02.18.451,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/14596.jpg
Female musician with lute,Unidentified Artist,late 7th century,23.180.4,Earthenware with pigment,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP337805.jpg
Two Poems,Shen Shi,Unknown Date,1989.363.73,Folding fan mounted as an album leaf; ink on gold-flecked paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153830.jpg
Bowl with decorative medallions,Unidentified Artist,Unknown Date,79.2.1111,Porcelain painted with overglaze enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP307774.jpg
Sample of Fluorspar,Unidentified Artist,20th century,1981.296.46,Fluorspar,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_46_O1.jpg
Girdle pendant,Unidentified Artist,Unknown Date,11.190.106,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/11_190_106_11799.jpg
Girdle pendant,Unidentified Artist,Unknown Date,13.40.226,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15166.jpg
Seat Cushion,Unidentified Artist,Unknown Date,1986.186.5,Textiles-Velvets,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14427.jpg
Fan,Unidentified artist,Unknown Date,19.167,Folding fan mounted as an album leaf; gold paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP156861.jpg
