Title,Artist,Creation_Date,Accession_Number,Art_Type,Culture,Image,Museum
Landscape,"Ren Yu (Chinese, 1853–1901)",1892,1915.97.4,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1915.97.4/1915.97.4_web.jpg,Cleveland Art Museum
Heavenly King Virudhaka,Unknown,1368–1644,1918.544,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1918.544/1918.544_web.jpg,Cleveland Art Museum
Mirror with Paired Felines,Unknown,late 500s-600s,1926.249,Metalwork,"China, Sui dynasty (581-618) - Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1926.249/1926.249_web.jpg,Cleveland Art Museum
Text of the Perfection of Wisdom (Mahāprajñāpāramitā) Sūtra,Unknown,c. 700s-800s,1933.454,Bound Volume,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1933.454/1933.454_web.jpg,Cleveland Art Museum
Thumb Ring,Unknown,1800s–mid-1900s,1947.546,Jewelry,"China, Qing dynasty (1644-1911) or Republican period (1912-49)",https://openaccess-cdn.clevelandart.org/1947.546/1947.546_web.jpg,Cleveland Art Museum
Buckle,Unknown,1900s,1947.609,Jewelry,China,https://openaccess-cdn.clevelandart.org/1947.609/1947.609_web.jpg,Cleveland Art Museum
Section of a Sarcophagus Foundation or Epitaph Stone,Unknown,late 7th-early 8th Century,1959.184,Sculpture,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1959.184/1959.184_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: shih-shih,Unknown,c. 900–1000,1969.78.3,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.3/1969.78.3_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: shih-shih,Unknown,c. 900–1000,1969.78.4,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.4/1969.78.4_web.jpg,Cleveland Art Museum
Inlay for a Mirror or Box: Lady on a Bird,Unknown,c. 900–1000,1969.78.6,Metalwork,"China, Tang dynasty (618-907) - Song dynasty (960-1279)",https://openaccess-cdn.clevelandart.org/1969.78.6/1969.78.6_web.jpg,Cleveland Art Museum
Toad,Unknown,AD 386–534,1977.208,Sculpture,"China, Six Dynasties period (317-581), Northern Wei dynasty (386-534)",https://openaccess-cdn.clevelandart.org/1977.208/1977.208_web.jpg,Cleveland Art Museum
White-Robed Guanyin,"Jueji Yongzhong (Chinese, active around 1300)",late 1200s–early 1300s,1978.47.2,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1978.47.2/1978.47.2_web.jpg,Cleveland Art Museum
"Attacking the Camp at Gatan Ola: from Battle Scenes of the Quelling of Rebellions in the Western Region, with Imperial Poems","Giuseppe Castiglione (Italian, 1688–1766)",c. 1765–74; poem dated 1755,1998.103.2,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.2/1998.103.2_web.jpg,Cleveland Art Museum
"The Battle at Elei Zhalatu: from Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems",Unknown,c. 1765–74; poem dated 1766,1998.103.3,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103.3/1998.103.3_web.jpg,Cleveland Art Museum
Calligraphy in Running Style based on Wang Bo's Essay on Tengwang Pavilion,"Tiebao (Chinese, 1752–1824)",1811,2001.42,Calligraphy,"China, Changbai, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2001.42/2001.42_web.jpg,Cleveland Art Museum
Mirror with Jade Disk Inset,Unknown,475 BC-9 AD,2002.5,Metalwork,"China, Eastern Zhou dynasty (771-256 BC), late Warring States period (475-221 BC) - early Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/2002.5/2002.5_web.jpg,Cleveland Art Museum
"Jar with Flowers, Rocks and Pheasants",Unknown,1662–1722,2003.258,Ceramic,"China, Qing dynasty (1644-1911), Kangxi mark and reign (1662-1722)",https://openaccess-cdn.clevelandart.org/2003.258/2003.258_web.jpg,Cleveland Art Museum
Calligraphy in Semi-Cursive Style (xing-caoshu),"Yueshan Daozong (Chinese, 1629–1709)",c. 1660–1709,2003.353,Calligraphy,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2003.353/2003.353_web.jpg,Cleveland Art Museum
Calligraphy in Semi-Cursive Style (xing-caoshu),"Yueshan Daozong (Chinese, 1629–1709)",c. 1660–1709,2003.354,Calligraphy,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/2003.354/2003.354_web.jpg,Cleveland Art Museum
Lobed vase with underglaze cobalt blue decoration,Unknown,1661–1722,2020.174,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi reign (1661-1722)",https://openaccess-cdn.clevelandart.org/2020.174/2020.174_web.jpg,Cleveland Art Museum
Black Glazed Teabowl,Unknown,1100s–1200s,2020.176,Ceramic,"China, Fujian province, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2020.176/2020.176_web.jpg,Cleveland Art Museum
Baluster Jar and Cover,Unknown,1600–1650,2020.179,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368–1644) or Qing dynasty (1644–1911)",https://openaccess-cdn.clevelandart.org/2020.179/2020.179_web.jpg,Cleveland Art Museum
Dish with Carved Floral Design,Unknown,1100s–1200s,2020.183,Ceramic,"South China, Southern Song dynasty (1127–1279)",https://openaccess-cdn.clevelandart.org/2020.183/2020.183_web.jpg,Cleveland Art Museum
Hexagonal Flower Pot,Unknown,early 1400s,1942.661.2,Ceramic,"China, Henan province, Yuxian, Juntai, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1942.661.2/1942.661.2_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 25,Unknown,1200s,2004.1.25,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.25/2004.1.25_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Kings of Hells: Leaf 29,Unknown,1200s,2004.1.29,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.29/2004.1.29_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 7,Unknown,1200s,2004.1.7,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.7/2004.1.7_web.jpg,Cleveland Art Museum
Transitional Blue-and-White Square Bottle,Unknown,1628–1722,2018.293,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Ming dynasty (1368-1644), Chongzhen reign (1628-44) or Qing dynasty (1644-1911), Kangxi reign (1662-1722)",https://openaccess-cdn.clevelandart.org/2018.293/2018.293_web.jpg,Cleveland Art Museum
Road to Shu,"Yuan Yao (Chinese, active mid-1700s)",1743,2019.167,Painting,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/2019.167/2019.167_web.jpg,Cleveland Art Museum
Wine Vessel (Fu Wu Zun),Unknown,c. 1000–900 BC,1938.13,Metalwork,"China, early Western Zhou dynasty (c. 1046-771 BC)",https://openaccess-cdn.clevelandart.org/1938.13/1938.13_web.jpg,Cleveland Art Museum
Bowl with Flowering Plants,Unknown,1723–1735,1939.258,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Yongzheng mark and reign (1723-1735)",https://openaccess-cdn.clevelandart.org/1939.258/1939.258_web.jpg,Cleveland Art Museum
Cup,Unknown,1200s-1300s,1948.222,Ceramic,"Northern China, Jin dynasty (1115-1234) or Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1948.222/1948.222_web.jpg,Cleveland Art Museum
Belt Hook,Unknown,475–221 BC,1950.248,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1950.248/1950.248_web.jpg,Cleveland Art Museum
Jade Recumbent Deer,Unknown,1700s,1952.498,Jade,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1952.498/1952.498_web.jpg,Cleveland Art Museum
Arc-shaped Pendant with Animal Mask and Interlaced Animal Bands (Huang),Unknown,300–100 BC,1952.571.2,Jade,"China, Warring States period (475-221 BC) to Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1952.571.2/1952.571.2_web.jpg,Cleveland Art Museum
Lotus-Seed Bowl with Petals and Arabesques,Unknown,1403–1424,1953.15,Ceramic,"China, Jiangxi province, Jingdezhen, Ming dynasty (1368-1644), Yongle period (1403-1424)",https://openaccess-cdn.clevelandart.org/1953.15/1953.15_web.jpg,Cleveland Art Museum
Square Dish,Unknown,916–1125,1957.30,Ceramic,"Northeast China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1957.30/1957.30_web.jpg,Cleveland Art Museum
Large Bowl with Peony Scrolls,Unknown,1100s,1957.49,Ceramic,"China, Hebei province, Quyang, Jin dynasty (1115-1234)",https://openaccess-cdn.clevelandart.org/1957.49/1957.49_web.jpg,Cleveland Art Museum
Brush Washer,Unknown,1200s,1957.64,Ceramic,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1957.64/1957.64_web.jpg,Cleveland Art Museum
Jar (Amphora) with Dragon Handles,Unknown,600s,1962.152,Ceramic,"China, Sui dynasty (581-618) to early Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1962.152/1962.152_web.jpg,Cleveland Art Museum
Bowl with carved floral decoration,Unknown,1100s,1969.226,Ceramic,"China, probably from the Yaozhou kilns, Shaanxi Province, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1969.226/1969.226_web.jpg,Cleveland Art Museum
Manjusri Riding on a Lion,Unknown,900s,1974.90,Sculpture,"China, Liao dynasty (916-1125)",https://openaccess-cdn.clevelandart.org/1974.90/1974.90_web.jpg,Cleveland Art Museum
Standing Guanyin,Unknown,1127–1279,1980.80,Sculpture,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1980.80/1980.80_web.jpg,Cleveland Art Museum
Candlestand in the shape of Lion,Unknown,AD 265–316,1983.77,Ceramic,"China, probably Zhejiang province, Western Jin dynasty (AD 265-316)",https://openaccess-cdn.clevelandart.org/1983.77/1983.77_web.jpg,Cleveland Art Museum
Chariot Handle Bar Cap,Unknown,475–221 BC,1985.128,Metalwork,"China, Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1985.128/1985.128_web.jpg,Cleveland Art Museum
Lion Devouring a Lamb,Unknown,early 700s,1985.373,Sculpture,"North China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1985.373/1985.373_web.jpg,Cleveland Art Museum
Covered Box with Double-Parakeet Design,Unknown,900s-1100s,1987.38,Ceramic,"China, Zhejiang province, Five dynasties (907-60) or later",https://openaccess-cdn.clevelandart.org/1987.38/1987.38_web.jpg,Cleveland Art Museum
Covered Box with Double-Parakeet Design,Unknown,900s-1100s,1987.38.a,Ceramic,"China, Zhejiang province, Five dynasties (907-60) or later",https://openaccess-cdn.clevelandart.org/1987.38.a/1987.38.a_web.jpg,Cleveland Art Museum
Covered Box with Double-Parakeet Design (lid),Unknown,900s-1100s,1987.38.b,Ceramic,"China, Zhejiang province, Five dynasties (907-60) or later",https://openaccess-cdn.clevelandart.org/1987.38.b/1987.38.b_web.jpg,Cleveland Art Museum
Bowl with Dragons,Unknown,1662–1722,1988.247,Ceramic,"China, Jiangxi province, Jingdezhen kilns, Qing dynasty (1644-1911), Kangxi mark and reign (1662-1722)",https://openaccess-cdn.clevelandart.org/1988.247/1988.247_web.jpg,Cleveland Art Museum
Footed Plate with Floral Medallion,Unknown,early 700s,1989.268,Ceramic,"China, Tang dynasty (618-907)",https://openaccess-cdn.clevelandart.org/1989.268/1989.268_web.jpg,Cleveland Art Museum
Birds and Ducks on a Snowy Islet,Unknown,mid-1200s,1961.260,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1961.260/1961.260_web.jpg,Cleveland Art Museum
Incense Burner Top in the Shape of a Lion,Unknown,1100s,1966.26,Ceramic,"China, Shaanxi province, Northern Song dynasty (960-1127)",https://openaccess-cdn.clevelandart.org/1966.26/1966.26_web.jpg,Cleveland Art Museum
Plum Blossoms in Moonlight,"Yan Hui (Chinese, active 1270–1310)",first half of the 1300s,1978.49,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1978.49/1978.49_web.jpg,Cleveland Art Museum
The Peach Blossom Spring,"Liu Du (Chinese, active c. 1628-after 1653)",1650,1971.227,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1971.227/1971.227_web.jpg,Cleveland Art Museum
Cup,Unknown,1736–95,1952.502,Jade,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1952.502/1952.502_web.jpg,Cleveland Art Museum
"Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 10
",Unknown,1200s,2004.1.10,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.10/2004.1.10_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 17,Unknown,1200s,2004.1.17,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.17/2004.1.17_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 2,Unknown,1200s,2004.1.2,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.2/2004.1.2_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 23,Unknown,1200s,2004.1.23,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.23/2004.1.23_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 24,Unknown,1200s,2004.1.24,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.24/2004.1.24_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 4,Unknown,1200s,2004.1.4,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.4/2004.1.4_web.jpg,Cleveland Art Museum
"Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 5
",Unknown,1200s,2004.1.5,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.5/2004.1.5_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 6,Unknown,1200s,2004.1.6,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.6/2004.1.6_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 8,Unknown,1200s,2004.1.8,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.8/2004.1.8_web.jpg,Cleveland Art Museum
Album of Daoist and Buddhist Themes: Procession of Daoist Deities: Leaf 9,Unknown,1200s,2004.1.9,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/2004.1.9/2004.1.9_web.jpg,Cleveland Art Museum
Bodhisattva Guanyin of the South Sea,Unknown,1600s,1950.579,Ceramic,"China, Fujian Province, Ming dynasty (1368-1644) - Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1950.579/1950.579_web.jpg,Cleveland Art Museum
Landscape Album in Various Styles: Boating in Spring Water,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.3/1955.37.3_web.jpg,Cleveland Art Museum
Seated Buddha,Unknown,1500s,1970.149.1,Sculpture,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.149.1/1970.149.1_web.jpg,Cleveland Art Museum
TLV Mirror with Multiple Nipples,Unknown,1st century AD,1917.953,Metalwork,"China, Eastern Han dynasty (25-220)",https://openaccess-cdn.clevelandart.org/1917.953/1917.953_web.jpg,Cleveland Art Museum
Landscape Album in Various Styles: Scenery of Mt. Changbai after Huang Gongwang,"Zha Shibiao (Chinese, 1615–1698)",1684,1955.37.5,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1955.37.5/1955.37.5_web.jpg,Cleveland Art Museum
Carrying a Qin on a Visit,"Luo Zhichuan (Chinese, active 1280s-1320s)",1271–1368,1919.974,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1919.974/1919.974_web.jpg,Cleveland Art Museum
Green Peaks under Clear Sky: After Huang Gongwang,"Wang Yuanqi (Chinese, 1642–1715)",1703–8,1972.153,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1972.153/1972.153_web.jpg,Cleveland Art Museum
Blossoms,Unknown,1625,1932.125,Print,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1932.125/1932.125_web.jpg,Cleveland Art Museum
Orchid on Rocks,Unknown,1700s,1941.283,Print,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1941.283/1941.283_web.jpg,Cleveland Art Museum
Thumb Ring,Unknown,1800s–1900s,1947.550,Jewelry,China,https://openaccess-cdn.clevelandart.org/1947.550/1947.550_web.jpg,Cleveland Art Museum
Sadaksari-Lokesvara Mandala,Unknown,c. 1475–1525,1965.336,Sculpture,"Tibet, Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1965.336/1965.336_web.jpg,Cleveland Art Museum
Album of Landscape Paintings Illustrating Old Poems: Listening to the Qin,"Hua Yan (Chinese, 1682–c. 1765)",1745,1982.68.11,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.68.11/1982.68.11_web.jpg,Cleveland Art Museum
Album of Landscape Paintings Illustrating Old Poems:  Man with a Staff Admires Chrysanthemums at a Fence,"Hua Yan (Chinese, 1682–c. 1765)",1745,1982.68.3,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1982.68.3/1982.68.3_web.jpg,Cleveland Art Museum
"Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems","Giuseppe Castiglione (Italian, 1688–1766)",c. 1765–74,1998.103,Print,"China, Qing dynasty (1644–1911), Qianlong reign (1736–95)",https://openaccess-cdn.clevelandart.org/1998.103/1998.103_web.jpg,Cleveland Art Museum
Xintang (Immortal's Peak),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.1,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.1/1998.78.1_web.jpg,Cleveland Art Museum
Guiyun Shrine,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.11,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.11/1998.78.11_web.jpg,Cleveland Art Museum
Xianding (Immortal's Peak),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.12,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.12/1998.78.12_web.jpg,Cleveland Art Museum
Lüshan Hui,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.15,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.15/1998.78.15_web.jpg,Cleveland Art Museum
Xiaomei,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.18,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.18/1998.78.18_web.jpg,Cleveland Art Museum
Mt. Wuzhan,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.3,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.3/1998.78.3_web.jpg,Cleveland Art Museum
Mt. Biyan (Green Cliff),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.4,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.4/1998.78.4_web.jpg,Cleveland Art Museum
Mt. Dong (Grotto Mountain),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.5,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.5/1998.78.5_web.jpg,Cleveland Art Museum
Huanglong Cave (Yellow Dragon Cave),"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.7,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.7/1998.78.7_web.jpg,Cleveland Art Museum
Fushan Monastery,"Song Xu (Chinese, 1525-c. 1606)",c. 1588,1998.78.8,Painting,"China, Jiaxing, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1998.78.8/1998.78.8_web.jpg,Cleveland Art Museum
Water Pot,Unknown,1662–1722,1942.672.a,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.672.a/1942.672.a_web.jpg,Cleveland Art Museum
Ivory Lid for Water Pot,Unknown,1662–1722,1942.672.b,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.672.b/1942.672.b_web.jpg,Cleveland Art Museum
Seal Color Box,Unknown,1662–1722,1942.673.a,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.673.a/1942.673.a_web.jpg,Cleveland Art Museum
Seal Color Box (lid),Unknown,1662–1722,1942.673.b,Ceramic,"China, Jiangxi province, Jingdezhen, Qing dynasty (1644-1911), Kangxi period (1662-1722)",https://openaccess-cdn.clevelandart.org/1942.673.b/1942.673.b_web.jpg,Cleveland Art Museum
Belt Buckle with Animals,Unknown,202 BC- AD 9,1952.115,Metalwork,"China, Ordos region, Western Han dynasty (202 BC-AD 9)",https://openaccess-cdn.clevelandart.org/1952.115/1952.115_web.jpg,Cleveland Art Museum
Listening to the Qin (Zither),"Liu Songnian (Chinese, c. 1150-after 1225)",1150–after 1225,1983.85,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1983.85/1983.85_web.jpg,Cleveland Art Museum
Zhi and Xu's Pure Conversation,"Lan Ying (Chinese, 1585-aft 1664)",1643,1970.128,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1970.128/1970.128_web.jpg,Cleveland Art Museum
Old Trees by a Cool Spring,"Li Shixing (Chinese, 1283–1328)",1326,1970.41,Painting,"China, Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1970.41/1970.41_web.jpg,Cleveland Art Museum
Watching the Deer by a Pine Shaded Stream,"Ma Yuan (Chinese, c. 1150-after 1255)",1127–1279,1997.88,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1997.88/1997.88_web.jpg,Cleveland Art Museum
Arc-Shaped Pendant (Huangpei),Unknown,c. 400–300 BC,1952.578,Jade,"China, Eastern Zhou dynasty (771-256 BC), Warring States period (475-221 BC)",https://openaccess-cdn.clevelandart.org/1952.578/1952.578_web.jpg,Cleveland Art Museum
Bamboo and Ducks by a Rushing Stream,"Ma Yuan (Chinese, c. 1150-after 1255)",1127–1279,1967.145,Painting,"China, Southern Song dynasty (1127-1279)",https://openaccess-cdn.clevelandart.org/1967.145/1967.145_web.jpg,Cleveland Art Museum
Shade of Pines in a Cloudy Valley,"Wang Jian (Chinese, 1598–1677)",1660,1997.105,Painting,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1997.105/1997.105_web.jpg,Cleveland Art Museum
Pillow,Unknown,1100s-1200s,1915.506,Ceramic,"China, Song dynasty (960-1279) - Yuan dynasty (1271-1368)",https://openaccess-cdn.clevelandart.org/1915.506/1915.506_web.jpg,Cleveland Art Museum
Looking for a Monastery in the Misty Mountains,"Chen Chun (Chinese, 1483–1544)",1500–1544,1979.28,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1979.28/1979.28_web.jpg,Cleveland Art Museum
Shakyamuni Triad:  Buddha Attended by Manjushri and Samantabhadra,Unknown,1300s,1982.25,Painting,"China, Yuan (1271-1368) or early Ming dynasty (1368-1644)",https://openaccess-cdn.clevelandart.org/1982.25/1982.25_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Jacket,Unknown,1644–1911,1918.560.1.a,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.a/1918.560.1.a_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Skirt,Unknown,1644–1911,1918.560.1.b,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.b/1918.560.1.b_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Groin Apron,Unknown,1644–1911,1918.560.1.c,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.c/1918.560.1.c_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Left Shoulder Flap,Unknown,1644–1911,1918.560.1.d,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.d/1918.560.1.d_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Right Shoulder Flap,Unknown,1644–1911,1918.560.1.e,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.e/1918.560.1.e_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Armpit Gusset,Unknown,1644–1911,1918.560.1.f,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.f/1918.560.1.f_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Center Flap,Unknown,1644–1911,1918.560.1.g,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.g/1918.560.1.g_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Front Metal Plate,Unknown,1644–1911,1918.560.1.h,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.h/1918.560.1.h_web.jpg,Cleveland Art Museum
Ceremonial Uniform: Back Metal Plate,Unknown,1644–1911,1918.560.1.i,Arms and Armor,"China, Qing dynasty (1644-1911)",https://openaccess-cdn.clevelandart.org/1918.560.1.i/1918.560.1.i_web.jpg,Cleveland Art Museum
Flowers and Rocks,Unknown,1368–1644,1915.116,Painting,"China, Ming dynasty (1368–1644)",https://openaccess-cdn.clevelandart.org/1915.116/1915.116_web.jpg,Cleveland Art Museum
Hollow Tile:  Column from Tomb-Chamber Doorway,Unknown,2nd Century,1915.68,Ceramic,"China, Han dynasty (202 BC-AD 220)",https://openaccess-cdn.clevelandart.org/1915.68/1915.68_web.jpg,Cleveland Art Museum
